Count,Response,Duration,Mem,Cpu
1150,200,21,728252416,2
1151,200,24,728125440,3
1152,200,31,728252416,4
1153,200,51,728252416,5
1154,200,30,728379392,2
1155,200,22,728379392,3
1156,200,121,728379392,8
1157,200,33,728252416,4
1158,200,33,728252416,3
1159,200,46,728252416,6
1160,200,18,728252416,6
1161,200,18,728252416,3
1162,200,16,728252416,3
1163,200,31,728252416,3
1164,200,35,728252416,5
1165,200,39,728252416,5
1166,200,59,728252416,8
1167,200,28,728113152,33
1168,200,14,728113152,3
1169,200,26,728125440,2
1170,200,54,728125440,1
1171,200,112,728125440,2
1172,200,29,728125440,4
1173,200,36,728125440,3
1174,200,138,728125440,7
1175,200,76,728125440,5
1176,200,23,728125440,8
1177,200,35,728117248,6
1178,200,14,728125440,2
1179,200,32,728125440,2
1180,200,30,728125440,1
1181,200,19,728125440,5
1182,200,63,728125440,3
1183,200,19,728125440,3
1184,200,25,728125440,5
1185,200,40,728125440,5
1186,200,23,728125440,2
1187,200,51,728117248,4
1188,200,20,728117248,4
1189,200,35,728129536,6
1190,200,26,728129536,1
1191,200,46,728129536,4
1192,200,26,728129536,3
1193,200,119,728129536,5
1194,200,30,728129536,6
1195,200,51,728129536,4
1196,200,29,728129536,8
1197,200,29,728129536,5
1198,200,24,728129536,4
1199,200,49,728129536,2
1200,200,47,728129536,4
1201,200,43,728129536,3
1202,200,63,728256512,4
1203,200,25,728256512,1
1204,200,40,728256512,1
1205,200,19,728256512,2
1206,200,38,728256512,2
1207,200,30,728256512,4
1208,200,18,728256512,31
1209,200,60,728231936,3
1210,200,32,728231936,4
1211,200,91,728231936,5
1212,200,59,728231936,11
1213,200,37,728231936,2
1214,200,41,728231936,27
1215,200,78,728231936,3
1216,200,58,728231936,4
1217,200,51,728231936,3
1218,200,45,728231936,5
1219,200,58,728096768,4
1220,200,40,728129536,19
1221,200,49,728129536,3
1222,200,28,728129536,1
1223,200,89,728129536,3
1224,200,27,728383488,2
1225,200,22,728256512,1
1226,200,51,728256512,2
1227,200,32,728256512,3
1228,200,31,728256512,6
1229,200,41,728248320,7
1230,200,63,728121344,3
1231,200,33,728129536,3
1232,200,62,728129536,2
1233,200,38,728129536,3
1234,200,40,728129536,5
1235,200,33,728129536,4
1236,200,20,728129536,2
1237,200,22,728129536,7
1238,200,30,728129536,5
1239,200,41,728129536,2
1240,200,70,728129536,3
1241,200,35,728129536,3
1242,200,30,728129536,5
1243,200,51,728129536,4
1244,200,36,728129536,3
1245,200,20,728129536,3
1246,200,28,728129536,2
1247,200,41,728129536,1
1248,200,29,728129536,4
1249,200,39,728129536,3
1250,200,22,728129536,5
1251,200,20,728121344,3
1252,200,38,728129536,4
1253,200,34,728129536,5
1254,200,28,728129536,3
1255,200,20,728129536,3
1256,200,79,728129536,2
1257,200,31,728129536,2
1258,200,25,728129536,3
1259,200,49,728129536,2
1260,200,29,728129536,2
1261,200,17,728129536,3
1262,200,42,728121344,5
1263,200,43,728129536,4
1264,200,30,728129536,1
1265,200,19,728129536,4
1266,200,142,728129536,2
1267,200,86,728129536,3
1268,200,48,728129536,2
1269,200,30,728129536,6
1270,200,77,728129536,3
1271,200,37,728129536,5
1272,200,33,728121344,6
1273,200,18,728129536,2
1274,200,34,728129536,1
1275,200,58,728129536,2
1276,200,85,728129536,3
1277,200,53,728129536,4
1278,200,35,728129536,3
1279,200,35,728129536,1
1280,200,23,728129536,2
1281,200,29,728129536,1
1282,200,61,728121344,3
1283,200,25,728248320,4
1284,200,78,728129536,4
1285,200,19,728129536,4
1286,200,17,728129536,5
1287,200,21,728129536,3
1288,200,25,728129536,5
1289,200,71,728129536,3
1290,200,19,728129536,1
1291,200,49,728129536,1
1292,200,18,728129536,2
1293,200,20,728121344,2
1294,200,20,728129536,3
1295,200,45,728129536,6
1296,200,34,728256512,5
1297,200,34,728256512,2
1298,200,43,728256512,2
1299,200,25,728256512,1
1300,200,26,728256512,5
1301,200,32,728256512,5
1302,200,65,728256512,3
1303,200,32,728256512,7
1304,200,15,728248320,3
1305,200,37,728256512,4
1306,200,44,728256512,5
1307,200,48,728256512,3
1308,200,25,728256512,2
1309,200,36,728256512,4
1310,200,28,728129536,6
1311,200,82,728129536,1
1312,200,15,728129536,3
1313,200,286,728129536,2
1314,200,29,728121344,3
1315,200,29,728129536,8
1316,200,54,728129536,10
1317,200,33,728129536,6
1318,200,23,727977984,28
1319,200,36,727977984,3
1320,200,24,727977984,1
1321,200,26,727977984,4
1322,200,18,727977984,2
1323,200,17,727977984,6
1324,200,31,727826432,24
1325,200,46,727842816,3
1326,200,26,727842816,7
1327,200,28,727724032,3
1328,200,66,727724032,4
1329,200,18,727851008,6
1330,200,16,727748608,15
1331,200,25,727748608,3
1332,200,55,727748608,5
1333,200,41,727875584,2
1334,200,38,728002560,2
1335,200,55,727994368,3
1336,200,28,727875584,7
1337,200,22,727875584,9
1338,200,25,727875584,2
1339,200,21,728002560,3
1340,200,26,728129536,3
1341,200,35,728129536,1
1342,200,26,728129536,2
1343,200,26,728129536,3
1344,200,25,728129536,1
1345,200,27,728125440,4
1346,200,35,728125440,4
1347,200,26,728129536,3
1348,200,32,728129536,2
1349,200,38,728129536,5
1350,200,77,728129536,1
1351,200,191,728129536,5
1352,200,58,728133632,4
1353,200,121,728133632,2
1354,200,180,728133632,4
1355,200,22,728133632,8
1356,200,162,728133632,2
1357,200,150,728133632,3
1358,200,253,728133632,1
1359,200,42,728133632,2
1360,200,41,728133632,9
1361,200,61,728133632,8
1362,200,88,728133632,3
1363,200,297,728133632,2
1364,200,61,728125440,3
1365,200,54,728133632,2
1366,200,49,728133632,3
1367,200,35,728133632,5
1368,200,107,728133632,3
1369,200,113,728133632,2
1370,200,41,728133632,3
1371,200,162,728133632,1
1372,200,35,728133632,4
1373,200,127,728125440,7
1374,200,34,728133632,5
1375,200,127,728133632,2
1376,200,143,728133632,3
1377,200,56,728133632,1
1378,200,181,728133632,3
1379,200,395,728133632,1
1380,200,3144,728133632,3
1381,200,240,728133632,4
1382,200,569,728133632,4
1383,200,84,728133632,3
1384,200,54,728133632,4
1385,200,144,728133632,5
1386,200,27,728133632,2
1387,200,125,728133632,3
1388,200,115,728133632,3
1389,200,110,728133632,1
1390,200,105,728141824,4
1391,200,95,728141824,5
1392,200,422,728141824,2
1393,200,83,728141824,2
1394,200,22,728141824,2
1395,200,46,728141824,4
1396,200,21,728141824,4
1397,200,35,728141824,2
1398,200,32,728133632,4
1399,200,45,728150016,3
1400,200,2098,728150016,1
1401,200,70,728150016,4
1402,200,26,728141824,5
1403,200,55,728014848,1
1404,200,37,728014848,1
1405,200,20,728006656,7
1406,200,17,728141824,3
1407,200,27,728014848,4
1408,200,40,728014848,2
1409,200,27,728014848,1
1410,200,25,728014848,2
1411,200,26,727760896,5
1412,200,27,727760896,25
1413,200,38,727736320,2
1414,200,18,727736320,4
1415,200,25,727732224,4
1416,200,41,727732224,5
1417,200,25,727736320,2
1418,200,35,727728128,23
1419,200,52,727736320,4
1420,200,51,727736320,2
1421,200,464,727736320,2
1422,200,62,727609344,5
1423,200,34,727506944,17
1424,200,31,727371776,1
1425,200,64,727506944,1
1426,200,271,727379968,4
1427,200,95,727379968,4
1428,200,38,727379968,2
1429,200,32,727379968,2
1430,200,34,727379968,4
1431,200,20,727379968,1
1432,200,42,727379968,6
1433,200,37,727506944,5
1434,200,36,727506944,3
1435,200,24,727506944,8
1436,200,32,727506944,2
1437,200,13,727506944,4
1438,200,58,727506944,4
1439,200,18,727506944,6
1440,200,16,727506944,2
1441,200,31,727506944,2
1442,200,33,727506944,3
1443,200,29,727506944,2
1444,200,67,727506944,3
1445,200,28,727633920,5
1446,200,29,727633920,4
1447,200,33,727633920,2
1448,200,22,727633920,1
1449,200,19,727633920,3
1450,200,105,727633920,3
1451,200,48,727633920,6
1452,200,35,727633920,2
1453,200,18,727633920,1
1454,200,28,727633920,3
1455,200,16,727760896,2
1456,200,31,727625728,4
1457,200,48,727633920,4
1458,200,22,727760896,3
1459,200,28,727760896,4
1460,200,21,727760896,4
1461,200,33,727760896,9
1462,200,51,727760896,4
1463,200,41,727760896,1
1464,200,49,727760896,4
1465,200,42,727887872,2
1466,200,30,727887872,3
1467,200,30,727879680,2
1468,200,33,727887872,4
1469,200,53,727887872,7
1470,200,24,727887872,5
1471,200,48,727887872,2
1472,200,111,728014848,6
1473,200,25,728141824,1
1474,200,29,728014848,2
1475,200,27,728014848,2
1476,200,29,728014848,3
1477,200,39,727879680,4
1478,200,41,728133632,5
1479,200,25,728141824,3
1480,200,31,728141824,4
1481,200,24,728014848,4
1482,200,37,728014848,4
1483,200,47,728014848,2
1484,200,26,728014848,7
1485,200,111,728014848,1
1486,200,23,728014848,3
1487,200,24,728014848,1
1488,200,57,727887872,6
1489,200,244,727887872,3
1490,200,40,728014848,5
1491,200,42,728141824,2
1492,200,34,728014848,5
1493,200,42,728014848,2
1494,200,19,728014848,2
1495,200,30,728014848,3
1496,200,66,727887872,4
1497,200,31,728014848,2
1498,200,47,728006656,4
1499,200,29,728014848,3
1500,200,22,728014848,3
1501,200,44,728014848,1
1502,200,62,728014848,3
1503,200,73,728014848,3
1504,200,26,728014848,5
1505,200,46,728014848,3
1506,200,31,728014848,5
1507,200,29,728014848,2
1508,200,23,728014848,2
1509,200,24,728006656,3
1510,200,135,728014848,6
1511,200,24,728014848,2
1512,200,41,728014848,2
1513,200,23,728014848,1
1514,200,55,728018944,3
1515,200,25,728018944,2
1516,200,51,728018944,2
1517,200,35,728018944,5
1518,200,24,728018944,3
1519,200,37,728018944,2
1520,200,35,727883776,4
1521,200,19,727891968,28
1522,200,20,727851008,8
1523,200,23,727867392,5
1524,200,24,727867392,5
1525,200,35,727867392,6
1526,200,481,727867392,7
1527,200,332,727580672,11
1528,200,132,727621632,4
1529,200,23,727486464,6
1530,200,431,727494656,1
1531,200,38,727519232,14
1532,200,34,727519232,5
1533,200,53,727519232,4
1534,200,72,727519232,1
1535,200,32,727519232,4
1536,200,75,727519232,3
1537,200,23,727519232,3
1538,200,55,727519232,2
1539,200,32,727519232,6
1540,200,27,727519232,3
1541,200,21,727519232,9
1542,200,22,727519232,3
1543,200,17,727519232,4
1544,200,19,727519232,4
1545,200,73,727519232,2
1546,200,67,727392256,8
1547,200,26,727392256,3
1548,200,21,727392256,1
1549,200,47,727392256,3
1550,200,27,727392256,5
1551,200,68,727392256,1
1552,200,50,727392256,1
1553,200,134,727392256,6
1554,200,35,727392256,5
1555,200,25,727392256,6
1556,200,44,727392256,1
1557,200,35,727392256,4
1558,200,51,727392256,4
1559,200,36,727384064,2
1560,200,59,727502848,6
1561,200,28,727511040,2
1562,200,21,727511040,3
1563,200,22,727511040,1
1564,200,35,727511040,1
1565,200,30,727511040,3
1566,200,53,727511040,4
1567,200,17,727638016,4
1568,200,42,727638016,1
1569,200,38,727638016,2
1570,200,78,727638016,1
1571,200,42,727638016,5
1572,200,135,727638016,5
1573,200,21,727511040,3
1574,200,40,727638016,6
1575,200,38,727638016,3
1576,200,47,727638016,4
1577,200,28,727638016,5
1578,200,39,727638016,2
1579,200,42,727638016,5
1580,200,23,727629824,5
1581,200,52,727638016,3
1582,200,22,727638016,3
1583,200,27,727511040,2
1584,200,201,727511040,4
1585,200,29,727511040,4
1586,200,206,727511040,1
1587,200,30,727638016,2
1588,200,183,727764992,1
1589,200,26,727629824,2
1590,200,76,727756800,2
1591,200,65,727764992,3
1592,200,402,727638016,3
1593,200,52,727638016,4
1594,200,21,727638016,4
1595,200,34,727638016,2
1596,200,25,727638016,6
1597,200,35,727638016,3
1598,200,43,727638016,1
1599,200,22,727638016,5
1600,200,44,727638016,4
1601,200,43,727511040,3
1602,200,117,727511040,2
1603,200,44,727511040,1
1604,200,103,727511040,5
1605,200,48,727511040,4
1606,200,40,727511040,2
1607,200,63,727511040,3
1608,200,2063,727511040,2
1609,200,5167,727511040,1
1611,200,221,727511040,2
1612,200,22,727638016,8
1613,200,39,727638016,4
1614,200,121,727359488,27
1615,200,41,727359488,5
1616,200,31,727359488,2
1617,200,16,727359488,2
1618,200,92,727359488,3
1619,200,29,727359488,3
1620,200,46,727359488,23
1621,200,34,727359488,6
1622,200,39,727359488,4
1623,200,14,727359488,2
1624,200,81,727359488,3
1625,200,33,727359488,5
1626,200,40,727384064,22
1627,200,29,727384064,2
1628,200,38,727384064,4
1629,200,20,727384064,4
1630,200,47,727384064,4
1631,200,124,727384064,2
1632,200,25,727375872,1
1633,200,40,727375872,3
1634,200,19,727384064,3
1635,200,53,727384064,4
1636,200,37,727384064,5
1637,200,53,727384064,4
1638,200,52,727384064,3
1639,200,22,727384064,1
1640,200,25,727384064,3
1641,200,69,727384064,5
1642,200,59,727375872,3
1643,200,49,727384064,1
1644,200,36,727384064,4
1645,200,45,727384064,3
1646,200,88,727384064,2
1647,200,127,727384064,3
1648,200,24,727384064,4
1649,200,24,727384064,1
1650,200,28,727384064,2
1651,200,38,727384064,2
1652,200,37,727384064,6
1653,200,30,727379968,3
1654,200,28,727384064,4
1655,200,25,727384064,3
1656,200,30,727384064,2
1657,200,24,727384064,3
1658,200,24,727384064,3
1659,200,21,727384064,2
1660,200,28,727384064,5
1661,200,107,727384064,5
1662,200,63,727384064,2
1663,200,37,727384064,7
1664,200,26,727375872,2
1665,200,20,727384064,1
1666,200,38,727384064,3
1667,200,35,727384064,5
1668,200,28,727384064,6
1669,200,32,727384064,4
1670,200,42,727384064,3
1671,200,32,727384064,3
1672,200,104,727384064,1
1673,200,19,727384064,2
1674,200,37,727384064,3
1675,200,20,727502848,7
1676,200,27,727511040,3
1677,200,65,727515136,5
1678,200,62,727519232,3
1679,200,19,727515136,3
1680,200,22,727515136,3
1681,200,29,727515136,5
1682,200,28,727515136,6
1683,200,44,727642112,6
1684,200,40,727642112,2
1685,200,26,727642112,7
1686,200,27,727633920,3
1687,200,32,727642112,1
1688,200,112,727642112,7
1689,200,46,727642112,2
1690,200,24,727642112,4
1691,200,32,727642112,6
1692,200,18,727642112,8
1693,200,21,727642112,1
1694,200,45,727515136,3
1695,200,66,727642112,4
1696,200,27,727638016,1
1697,200,24,727638016,1
1698,200,34,727642112,3
1699,200,33,727642112,1
1700,200,41,727642112,4
1701,200,28,727642112,2
1702,200,57,727515136,9
1703,200,19,727515136,1
1704,200,31,727515136,5
1705,200,30,727515136,1
1706,200,38,727515136,2
1707,200,46,727515136,3
1708,200,56,727515136,3
1709,200,76,727515136,8
1710,200,95,727515136,2
1711,200,258,727515136,2
1712,200,295,727515136,2
1713,200,88,727515136,2
1714,200,33,727515136,1
1715,200,63,727515136,2
1716,200,51,727515136,2
1717,200,73,727515136,4
1718,200,106,727515136,2
1719,200,29,727515136,4
1720,200,105,727515136,5
1721,200,23,727515136,5
1722,200,28,727515136,8
1723,200,40,727515136,25
1724,200,39,727490560,4
1725,200,24,727490560,4
1726,200,17,727490560,6
1727,200,81,727490560,1
1728,200,35,727482368,6
1729,200,27,727474176,24
1730,200,83,727490560,2
1731,200,29,727490560,3
1732,200,37,727490560,3
1733,200,27,727490560,3
1734,200,41,727490560,6
1735,200,71,727261184,12
1736,200,107,727261184,2
1737,200,40,727252992,5
1738,200,58,727388160,3
1739,200,32,727515136,3
1740,200,47,727515136,1
1741,200,64,727515136,2
1742,200,62,727515136,2
1743,200,35,727515136,3
1744,200,34,727515136,6
1745,200,27,727642112,5
1746,200,24,727642112,5
1747,200,27,727642112,2
1748,200,22,727642112,1
1749,200,28,727515136,8
1750,200,22,727515136,6
1751,200,48,727515136,2
1752,200,45,727515136,3
1753,200,52,727515136,2
1754,200,20,727261184,6
1755,200,14,727261184,3
1756,200,23,727261184,2
1757,200,32,727261184,4
1758,200,32,727379968,7
1759,200,173,727379968,31
1760,200,26,727379968,1
1761,200,25,727388160,3
1762,200,74,727388160,4
1763,200,24,727388160,2
1764,200,25,727388160,4
1765,200,17,727388160,2
1766,200,42,727388160,2
1767,200,43,727388160,3
1768,200,20,727379968,3
1769,200,31,727379968,1
1770,200,97,727388160,8
1771,200,33,727388160,5
1772,200,69,727388160,2
1773,200,49,727388160,3
1774,200,31,727388160,2
1775,200,17,727388160,8
1776,200,39,727388160,4
1777,200,40,727388160,3
1778,200,25,727252992,5
1779,200,30,727261184,2
1780,200,24,727261184,3
1781,200,22,727261184,6
1782,200,23,727261184,2
1783,200,72,727261184,5
1784,200,49,727261184,4
1785,200,21,727261184,5
1786,200,32,727261184,2
1787,200,38,727261184,4
1788,200,21,727252992,6
1789,200,73,727252992,1
1790,200,51,727261184,3
1791,200,59,727261184,5
1792,200,57,727261184,4
1793,200,52,727261184,3
1794,200,398,727261184,2
1795,200,44,727261184,5
1796,200,97,727261184,7
1797,200,74,727261184,3
1798,200,30,727252992,7
1799,200,25,727261184,6
1800,200,94,727261184,5
1801,200,35,727261184,2
1802,200,54,727261184,2
1803,200,49,727261184,3
1804,200,53,727261184,28
1805,200,61,727261184,12
1806,200,42,727261184,4
1807,200,29,727261184,2
1808,200,30,727252992,3
1809,200,44,727261184,4
1810,200,100,727261184,6
1811,200,62,727388160,2
1812,200,55,727388160,4
1813,200,119,727388160,2
1814,200,45,727261184,2
1815,200,83,727261184,3
1816,200,38,727261184,6
1817,200,78,727261184,4
1818,200,23,727261184,2
1819,200,19,727261184,2
1820,200,31,727261184,4
1821,200,25,727134208,5
1822,200,34,727134208,7
1823,200,57,727388160,3
1824,200,59,727388160,2
1825,200,35,727388160,3
1826,200,32,727261184,4
1827,200,26,727261184,1
1828,200,106,727261184,2
1829,200,71,727257088,3
1830,200,36,727257088,5
1831,200,79,727261184,23
1832,200,110,727236608,3
1833,200,97,727109632,5
1834,200,95,727109632,7
1835,200,4565,727109632,4
1836,200,24,727236608,11
1837,200,67,727261184,6
1838,200,21,727134208,9
1839,200,141,727134208,2
1840,200,39,727015424,2
1841,200,102,726888448,40
1842,200,90,726884352,3
1843,200,16,726884352,2
1844,200,47,726884352,6
1845,200,26,726884352,1
1846,200,28,726884352,4
1847,200,33,726876160,5
1848,200,33,726884352,2
1849,200,24,726884352,5
1850,200,37,726884352,5
1851,200,68,726884352,3
1852,200,42,726884352,4
1853,200,58,727138304,4
1854,200,94,727138304,2
1855,200,47,727138304,3
1856,200,34,727265280,2
1857,200,41,727265280,4
1858,200,51,727265280,1
1859,200,27,727392256,11
1860,200,34,727392256,2
1861,200,27,727392256,2
1862,200,39,727265280,1
1863,200,52,727265280,4
1864,200,63,727265280,3
1865,200,34,727265280,6
1866,200,31,727240704,7
1867,200,41,727261184,7
1868,200,62,727134208,4
1869,200,54,727134208,3
1870,200,85,727134208,4
1871,200,43,727134208,2
1872,200,44,727134208,8
1873,200,158,727134208,2
1874,200,43,727134208,1
1875,200,30,727134208,4
1876,200,24,727134208,3
1877,200,14,727388160,5
1878,200,116,727261184,3
1879,200,41,727134208,2
1880,200,141,727134208,4
1881,200,50,727134208,3
1882,200,51,727134208,2
1883,200,83,727007232,7
1884,200,53,727007232,4
1885,200,54,727007232,4
1886,200,97,726999040,3
1887,200,25,726999040,5
1888,200,32,726999040,3
1889,200,50,726880256,3
1890,200,38,726880256,2
1891,200,71,726880256,2
1892,200,145,726880256,3
1893,200,30,726880256,2
1894,200,151,726880256,3
1895,200,23,726867968,5
1896,200,44,726867968,2
1897,200,57,726880256,1
1898,200,19,726880256,4
1899,200,18,726880256,6
1900,200,19,726880256,4
1901,200,49,726880256,3
1902,200,97,726880256,4
1903,200,99,727007232,8
1904,200,99,727007232,2
1905,200,44,726999040,3
1906,200,25,727007232,2
1907,200,96,727007232,1
1908,200,64,727007232,4
1909,200,19,727007232,2
1910,200,76,727007232,2
1911,200,40,727007232,3
1912,200,77,727007232,1
1913,200,42,727007232,4
1914,200,60,727007232,3
1915,200,50,727134208,6
1916,200,21,727134208,3
1917,200,400,727134208,3
1918,200,30,727134208,4
1919,200,35,727134208,3
1920,200,44,727134208,8
1921,200,44,727134208,6
1922,200,86,727261184,3
1923,200,25,727261184,3
1924,200,24,727261184,3
1925,200,35,727252992,2
1926,200,90,727134208,1
1927,200,53,727007232,3
1928,200,38,727134208,4
1929,200,33,727261184,6
1930,200,18,726839296,28
1931,200,70,726855680,4
1932,200,44,726855680,4
1933,200,90,726855680,3
1934,200,158,726855680,5
1935,200,49,726728704,15
1936,200,30,726601728,15
1937,200,61,726601728,1
1938,200,69,726601728,2
1939,200,141,726601728,4
1940,200,22,726474752,4
1941,200,84,726626304,13
1942,200,99,726626304,3
1943,200,56,726626304,4
1944,200,27,726491136,2
1945,200,62,726499328,1
1946,200,27,726499328,2
1947,200,42,726499328,3
1948,200,45,726499328,2
1949,200,77,726499328,3
1950,200,26,726499328,4
1951,200,94,726499328,3
1952,200,60,726499328,3
1953,200,38,726499328,3
1954,200,35,726499328,3
1955,200,21,726499328,4
1956,200,23,726499328,3
1957,200,27,726499328,3
1958,200,55,726499328,3
1959,200,23,726499328,2
1960,200,52,726499328,4
1961,200,82,726499328,3
1962,200,154,726499328,5
1963,200,26,726499328,2
1964,200,45,726491136,3
1965,200,31,726499328,4
1966,200,39,726499328,3
1967,200,58,726499328,2
1968,200,34,726499328,4
1969,200,38,726499328,4
1970,200,28,726499328,2
1971,200,55,726499328,6
1972,200,23,726499328,6
1973,200,56,726499328,3
1974,200,72,726491136,5
1975,200,53,726491136,4
1976,200,34,726499328,4
1977,200,23,726499328,4
1978,200,25,726499328,3
1979,200,31,726499328,4
1980,200,41,726499328,4
1981,200,37,726499328,3
1982,200,32,726499328,4
1983,200,67,726499328,1
1984,200,31,726499328,4
1985,200,23,726499328,1
1986,200,26,726499328,2
1987,200,43,726499328,5
1988,200,22,726499328,4
1989,200,28,726499328,4
1990,200,23,726499328,2
1991,200,18,726499328,2
1992,200,22,726499328,3
1993,200,43,726499328,5
1994,200,62,726499328,5
1995,200,22,726499328,3
1996,200,33,726499328,3
1997,200,101,726499328,3
1998,200,66,726499328,3
1999,200,42,726499328,1
2000,200,26,726499328,3
2001,200,67,726499328,3
2002,200,21,726499328,5
2003,200,111,726507520,4
2004,200,16,726507520,5
2005,200,24,726503424,5
2006,200,51,726368256,4
2007,200,61,726376448,5
2008,200,19,726376448,4
2009,200,50,726376448,2
2010,200,38,726376448,3
2011,200,94,726376448,3
2012,200,56,726376448,5
2013,200,47,726376448,5
2014,200,33,726376448,5
2015,200,27,726376448,3
2016,200,30,726376448,4
2017,200,27,726376448,2
2018,200,52,726503424,3
2019,200,54,726503424,2
2020,200,41,726503424,6
2021,200,34,726503424,1
2022,200,77,726503424,2
2023,200,37,726503424,2
2024,200,53,726503424,6
2025,200,34,726503424,8
2026,200,197,726503424,4
2027,200,44,726503424,2
2028,200,31,726503424,3
2029,200,57,726503424,4
2030,200,27,726503424,3
2031,200,38,726503424,3
2032,200,21,726503424,5
2033,200,51,726503424,1
2034,200,56,726503424,1
2035,200,50,726503424,3
2036,200,35,726503424,4
2037,200,30,726503424,1
2038,200,25,726503424,17
2039,200,34,726351872,16
2040,200,34,726351872,4
2041,200,49,726351872,2
2042,200,50,726351872,6
2043,200,26,726351872,4
2044,200,46,726351872,14
2045,200,23,726335488,15
2046,200,27,726351872,1
2047,200,69,726351872,1
2048,200,170,726351872,3
2049,200,32,726351872,8
2050,200,293,726376448,10
2051,200,38,726376448,3
2052,200,54,726376448,6
2053,200,56,726503424,1
2054,200,20,726503424,3
2055,200,31,726503424,4
2056,200,30,726503424,1
2057,200,23,726503424,5
2058,200,76,726503424,3
2059,200,60,726503424,6
2060,200,46,726503424,4
2061,200,30,726503424,4
2062,200,25,726503424,3
2063,200,75,726503424,3
2064,200,194,726503424,1
2065,200,25,726376448,4
2066,200,31,726376448,6
2067,200,24,726376448,2
2068,200,37,726376448,2
2069,200,48,726368256,4
2070,200,27,726376448,2
2071,200,53,726376448,6
2072,200,23,726376448,7
2073,200,27,726376448,3
2074,200,18,726376448,3
2075,200,53,726376448,2
2076,200,18,726376448,3
2077,200,31,726384640,2
2078,200,55,726384640,5
2079,200,22,726380544,5
2080,200,36,726380544,2
2081,200,61,726384640,3
2082,200,27,726384640,4
2083,200,28,726384640,3
2084,200,24,726384640,3
2085,200,61,726384640,2
2086,200,23,726384640,8
2087,200,38,726384640,3
2088,200,18,726384640,1
2089,200,53,726384640,2
2090,200,858,726380544,2
2091,200,36,726384640,4
2092,200,38,726384640,9
2093,200,1826,726376448,2
2094,200,278,726376448,3
2095,200,96,726376448,1
2096,200,43,726372352,3
2097,200,32,726372352,6
2098,200,56,726376448,1
2099,200,27,726503424,6
2100,200,102,726503424,3
2101,200,441,726503424,3
2102,200,107,726503424,1
2103,200,41,726503424,2
2104,200,29,726503424,2
2105,200,43,726495232,5
2106,200,35,726503424,3
2107,200,48,726503424,2
2108,200,79,726503424,3
2109,200,155,726503424,5
2110,200,24,726503424,6
2111,200,18,726503424,3
2112,200,25,726503424,2
2113,200,24,726503424,6
2114,200,20,726503424,1
2115,200,47,726495232,5
2116,200,78,726495232,4
2117,200,138,726503424,2
2118,200,112,726503424,1
2119,200,51,726503424,3
2120,200,43,726630400,5
2121,200,33,726630400,3
2122,200,164,726503424,1
2123,200,60,726503424,4
2124,200,29,726503424,3
2125,200,34,726495232,3
2126,200,70,726503424,4
2127,200,31,726503424,4
2128,200,35,726503424,4
2129,200,33,726503424,3
2130,200,36,726503424,5
2131,200,19,726503424,3
2132,200,29,726503424,2
2133,200,38,726503424,2
2134,200,16,726630400,7
2135,200,42,726626304,2
2136,200,111,726626304,2
2137,200,28,726503424,2
2138,200,59,726503424,3
2139,200,31,726503424,3
2140,200,61,726503424,2
2141,200,62,726503424,26
2142,200,33,726478848,2
2143,200,51,726478848,3
2144,200,51,726478848,2
2145,200,19,726470656,4
2146,200,308,726478848,10
2147,200,2764,726351872,4
2148,200,233,726630400,5
2149,200,185,726749184,2
2150,200,81,726749184,5
2151,200,58,726757376,4
2152,200,57,726757376,2
2153,200,32,726630400,1
2154,200,228,726630400,4
2155,200,49,726630400,3
2156,200,141,726630400,6
2157,200,101,726630400,3
2158,200,47,726630400,5
2159,200,94,726630400,4
2160,200,33,726503424,4
2161,200,39,726503424,2
2162,200,59,726503424,4
2163,200,273,726503424,1
2164,200,31,726503424,2
2165,200,57,726503424,3
2166,200,146,726511616,4
2167,200,180,726511616,2
2168,200,45,726507520,3
2169,200,85,726507520,3
2170,200,35,726507520,4
2171,200,218,726507520,2
2172,200,68,726507520,4
2173,200,116,726507520,5
2174,200,31,726507520,1
2175,200,39,726507520,3
2176,200,39,726507520,3
2177,200,37,726507520,3
2178,200,37,726507520,4
2179,200,55,726507520,4
2180,200,52,726507520,5
2181,200,48,726507520,6
2182,200,52,726507520,3
2183,200,22,726507520,3
2184,200,81,726507520,4
2185,200,40,726507520,3
2186,200,58,726507520,4
2187,200,39,726507520,6
2188,200,20,726507520,4
2189,200,32,726507520,3
2190,200,44,726507520,1
2191,200,92,726507520,5
2192,200,60,726507520,5
2193,200,91,726507520,5
2194,200,95,726507520,2
2195,200,147,726507520,2
2196,200,62,726507520,3
2197,200,22,726507520,1
2198,200,63,726507520,4
2199,200,119,726380544,6
2200,200,90,726380544,3
2201,200,17,726380544,3
2202,200,36,726380544,5
2203,200,17,726380544,4
2204,200,52,726380544,1
2205,200,43,726380544,4
2206,200,28,726380544,3
2207,200,29,726380544,8
2208,200,31,726380544,4
2209,200,85,726380544,2
2210,200,44,726380544,4
2211,200,125,726380544,2
2212,200,134,726380544,4
2213,200,55,726380544,4
2214,200,162,726380544,1
2215,200,40,726380544,3
2216,200,25,726380544,2
2217,200,50,726380544,2
2218,200,60,726253568,3
2219,200,27,726253568,5
2220,200,109,726372352,8
2221,200,25,726380544,2
2222,200,16,726380544,3
2223,200,28,726380544,3
2224,200,23,726380544,2
